zipcode,town,violentcrime_quintile,education_percentile_quintile,education_percentile,max_rent_0br,max_rent_1br,max_rent_2br,max_rent_3br,max_rent_4br,max_rent_5br,max_rent_6br,town_website_description,town_link,wikipedia,wikipedia_link,street,school,town_square,open_space_or_landmark
2494,NEEDHAM,,1,81,2037,2247,2738,3438,3689,4244,4889,"Needham is a town in Norfolk County, Massachusetts. The I-95/Route 128 circumferential highway that circles Boston passes through Needham. Commuter rail service from Boston's South Station is provided by the MBTA with four stops in Needham on its Needham Line: Needham Heights, Needham Center, Needham Junction and Hersey. The Town of Needham operates one high school, Needham High School, which underwent a $62-million renovation that was completed in 2009;[24] two middle schools: William F. Pollard Middle School, for seventh and eighth grade, and High Rock School, for sixth grade only; and five elementary schools for grades K-5: John Eliot Elementary School, Hillside Elementary School, William Mitchell Elementary School, Newman Elementary School, and Broadmeadow Elementary School.",http://www.needhamma.gov/,"Needham is a town in Norfolk County, Massachusetts. The I-95/Route 128 circumferential highway that circles Boston passes through Needham. Commuter rail service from Boston's South Station is provided by the MBTA with four stops in Needham on its Needham Line: Needham Heights, Needham Center, Needham Junction and Hersey. The Town of Needham operates one high school, Needham High School, which underwent a $62-million renovation that was completed in 2009;[24] two middle schools: William F. Pollard Middle School, for seventh and eighth grade, and High Rock School, for sixth grade only; and five elementary schools for grades K-5: John Eliot Elementary School, Hillside Elementary School, William Mitchell Elementary School, Newman Elementary School, and Broadmeadow Elementary School.","https://en.wikipedia.org/wiki/Needham,_Massachusetts#Education","https://commons.wikimedia.org/wiki/File:Corner_of_Highland,_Great_Plain_and_Dedham_Avenues,_Needham_MA.jpg","https://commons.wikimedia.org/wiki/File:Needham_High_School,_Needham_MA.jpg","https://vo.wikipedia.org/wiki/Ragiv:Needham_Center_MBTA_station,_Needham_MA.jpg","https://commons.wikimedia.org/wiki/File:Needham_Junction_MBTA_station,_Needham_MA.jpg"
1845,NORTH ANDOVER,1,2,70,1047,1177,1518,1908,2039,2347,2707,"North Andover is a town in Essex County, Massachusetts, United States. The town is partially served by the Merrimack Valley Regional Transit Authority bus line. The nearest train station is located in Lawrence, where the Lawrence stop along the Haverhill/Reading Line of the MBTA Commuter Rail lies. (The line actually passes through the town along the Merrimack, but there is no stop.) North Andover is home to its own school system. It has an early childhood center, six elementary schools (Atkinson Elementary, Franklin Elementary, Kittredge Elementary, Annie L. Sargent Elementary, Thomson Elementary and Saint Michaels Parish. ), North Andover Middle School and North Andover High School.",https://www.northandoverma.gov/,"North Andover is a town in Essex County, Massachusetts, United States. The town is partially served by the Merrimack Valley Regional Transit Authority bus line. The nearest train station is located in Lawrence, where the Lawrence stop along the Haverhill/Reading Line of the MBTA Commuter Rail lies. (The line actually passes through the town along the Merrimack, but there is no stop.) North Andover is home to its own school system. It has an early childhood center, six elementary schools (Atkinson Elementary, Franklin Elementary, Kittredge Elementary, Annie L. Sargent Elementary, Thomson Elementary and Saint Michaels Parish. ), North Andover Middle School and North Andover High School.","https://en.wikipedia.org/wiki/North_Andover,_Massachusetts","https://en.wikipedia.org/wiki/North_Andover,_Massachusetts#/media/File:Old_Center_of_North_Andover_Massachusetts_in_2016.jpg",https://patch.com/massachusetts/northandover/state-passes-north-andover-middle-school-expansion-request,https://www.flickr.com/photos/nnecapa/2868978012,https://www.flickr.com/photos/masstravel/11356226154
1907,SWAMPSCOTT,2,2,74,1437,1577,1918,2408,2579,2968,3421,"Swampscott is a town in Essex County, Massachusetts, United States located 15 miles up the coast from Boston in an area known as the North Shore. The closest access to the subway is the Blue Line at Wonderland station in Revere, Massachusetts. The town is served by numerous MBTA bus routes which lead into the surrounding towns. Swampscott is a beautiful and tranquil seaside community of 13,800 residents located 15 miles northeast of Boston along the coastline of the Atlantic Ocean. Swampscott offers a friendly, welcoming and nurturing family environment, an excellent pre-school to grade 12 public educational system, superb public safety and support systems, abundant youth sports opportunities and a town government which is responsive to the needs of its citizens.The MBTA provides passenger rail service from Boston's North Station with the Swampscott station on its Newburyport/Rockport Line, as well as several bus lines. An abandoned 4-mile branch of the Boston & Maine Railroad originating in Swampscott serves as Marblehead rail trail.",http://www.swampscottma.gov/,"Swampscott is a town in Essex County, Massachusetts, United States located 15 miles up the coast from Boston in an area known as the North Shore. The closest access to the subway is the Blue Line at Wonderland station in Revere, Massachusetts. The town is served by numerous MBTA bus routes which lead into the surrounding towns. Swampscott is a beautiful and tranquil seaside community of 13,800 residents located 15 miles northeast of Boston along the coastline of the Atlantic Ocean. Swampscott offers a friendly, welcoming and nurturing family environment, an excellent pre-school to grade 12 public educational system, superb public safety and support systems, abundant youth sports opportunities and a town government which is responsive to the needs of its citizens.The MBTA provides passenger rail service from Boston's North Station with the Swampscott station on its Newburyport/Rockport Line, as well as several bus lines. An abandoned 4-mile branch of the Boston & Maine Railroad originating in Swampscott serves as Marblehead rail trail.","https://en.wikipedia.org/wiki/Swampscott,_Massachusetts",https://commons.wikimedia.org/wiki/File:MA_Route_129_eastbound_in_Swampscott_MA.jpg,http://www.smma.com/work/inter-generational-learning,"https://en.wikipedia.org/wiki/Swampscott,_Massachusetts#/media/File:Swampscott_Public_Library.jpg",https://www.flickr.com/photos/momentsnotice/16532482963
1887,WILMINGTON,3,2,65,1807,1997,2428,3048,3269,3761,4334,"Today, the town of Wilmington is a vibrant bedroom community with services second to none in the area. In addition to the police, fire, library and school departments, the town supports an active senior center, a recreation department, veteran's services, a town museum and all the other services that keep a town viable. MBTA Commuter Rail provides service from Boston's North Station with the Wilmington station on its Lowell Line and the North Wilmington station on its Haverhill/Reading Line. LRTA provides bus service from Wilmington station via Rt 38 to Lowell Station. The trains still take commuters to Boston and Silver Lake still offers recreational opportunities, although the lake is now a quiet neighborhood of residential homes and not a vacation mecca. The town's sense of community is particularly evident at its renowned annual Fun on the Fourth carnival and fireworks celebration leading up to the 4th of July holiday. Satisfied residents were further pleased in 2010, when BusinessWeek magazine declared Wilmington one of the most affordable suburbs in Massachusetts. As Wilmington's cherished local newspaper, the Wilmington Town Crier, stated at the time: _What so many Wilmington residents have known for years is now broadcast on the national stage'' Wilmington is a great place to live!",https://www.wilmingtonma.gov/wilmington-massachusetts,"Today, the town of Wilmington is a vibrant bedroom community with services second to none in the area. In addition to the police, fire, library and school departments, the town supports an active senior center, a recreation department, veteran's services, a town museum and all the other services that keep a town viable. MBTA Commuter Rail provides service from Boston's North Station with the Wilmington station on its Lowell Line and the North Wilmington station on its Haverhill/Reading Line. LRTA provides bus service from Wilmington station via Rt 38 to Lowell Station. The trains still take commuters to Boston and Silver Lake still offers recreational opportunities, although the lake is now a quiet neighborhood of residential homes and not a vacation mecca. The town's sense of community is particularly evident at its renowned annual Fun on the Fourth carnival and fireworks celebration leading up to the 4th of July holiday. Satisfied residents were further pleased in 2010, when BusinessWeek magazine declared Wilmington one of the most affordable suburbs in Massachusetts. As Wilmington's cherished local newspaper, the Wilmington Town Crier, stated at the time: \""What so many Wilmington residents have known for years is now broadcast on the national stage... Wilmington is a great place to live!\"",""https://en.wikipedia.org/wiki/Wilmington,_Massachusetts#Transportation","https://commons.wikimedia.org/wiki/File:Church_Street,_Wilmington_MA.jpg",https://commons.wikimedia.org/wiki/File:Wilmington_Mass_high_school.jpg,"https://commons.wikimedia.org/wiki/File:Main_Street,_Wilmington_MA.jpg","https://commons.wikimedia.org/wiki/File:Congregational_Church,_Wilmington_MA.jpg",458
1880,WAKEFIELD,3,2,62,1327,1467,1778,2238,2389,2749,3170,"Wakefield, Massachusetts, a scenic town 10 miles north of Boston, is conveniently located at the intersection of two major highways (I-93 and I-95/128) and is easily accessible by commuter rail (MBTA) from Boston. Wakefield has preserved much of its historic New England charm and is recognized for its strong community involvement, quality school system, thriving businesses, public library, and beautiful Lake Quannapowitt. An MBTA Commuter Rail station on the Haverhill/Reading Line is located near the center of town as well as a second station in the Greenwood section. A former Boston and Maine Railroad station located east of this line is now on the National Register of Historic Places. Several MBTA buses on Route 136 and Route 137 run to surrounding communities, including the nearby Oak Grove stop as well as Malden Center, both rapid transit stations on the Orange Line. The route 428 bus from Oaklandvale in nearby Saugus to Haymarket in downtown Boston stops on Farm Street in front of Wakefield High School; this bus route runs express to Haymarket. akefield is home to two high schools: one public school (Wakefield High School), and one regional vocational school (Northeast Vocational). Wakefield contains one middle school, Galvin Middle School, and five elementary schools, Greenwood, Walton, Woodville, Dolbeare, and Doyle.[51]",http://www.wakefield.ma.us/about-wakefield,"Wakefield, Massachusetts, a scenic town 10 miles north of Boston, is conveniently located at the intersection of two major highways (I-93 and I-95/128) and is easily accessible by commuter rail (MBTA) from Boston. Wakefield has preserved much of its historic New England charm and is recognized for its strong community involvement, quality school system, thriving businesses, public library, and beautiful Lake Quannapowitt. An MBTA Commuter Rail station on the Haverhill/Reading Line is located near the center of town as well as a second station in the Greenwood section. A former Boston and Maine Railroad station located east of this line is now on the National Register of Historic Places. Several MBTA buses on Route 136 and Route 137 run to surrounding communities, including the nearby Oak Grove stop as well as Malden Center, both rapid transit stations on the Orange Line. The route 428 bus from Oaklandvale in nearby Saugus to Haymarket in downtown Boston stops on Farm Street in front of Wakefield High School; this bus route runs express to Haymarket. akefield is home to two high schools: one public school (Wakefield High School), and one regional vocational school (Northeast Vocational). Wakefield contains one middle school, Galvin Middle School, and five elementary schools, Greenwood, Walton, Woodville, Dolbeare, and Doyle.[51]","https://en.wikipedia.org/wiki/Wakefield,_Massachusetts#Transportation","https://commons.wikimedia.org/wiki/File:House_at_9_White_Avenue,_Wakefield_MA.jpg","https://en.wikipedia.org/wiki/Wakefield_Memorial_High_School#/media/File:Wakefield_High_School,_Wakefield_MA.jpg","https://commons.wikimedia.org/wiki/File:Hiker_Wakefield,_MA.JPG","https://commons.wikimedia.org/wiki/File:Wakefield_Common,_Wakefield_MA.jpg"
2126,MATTAPAN,4,5,26,1387,1527,1858,2338,2499,2876,3315,". Mattapan residents enjoy a significant amount of green space, including Harambee Park, the Franklin Park Zoo, the Boston Nature Center and Wildlife Sanctuary, and the historic Forest Hills Cemetery. Blue Hill Avenue and Mattapan Square are the neighborhood's main commercial districts, home to banks, law offices, restaurants, retail shops, health centers, and places of worship.",http://www.bostonplans.org/neighborhoods/mattapan/at-a-glance,,https://en.wikipedia.org/wiki/Mattapan,,,https://en.wikipedia.org/wiki/Mattapan#/media/File:PCC_3238_at_Mattapan.jpg,https://en.wikipedia.org/wiki/Mattapan#/media/File:6328_Mattapan-Square-e5.jpg
2136,HYDE PARK,2,4,39,1295,1420,1722,2166,2314,2663,3071,"because of its suburban feel. It was the only town annexed by majority vote of the residents into the City of Boston. The area was established in the 1660s and grew into a hub of paper and cotton manufacturing in the eighteenth century. The extension of rail lines from Boston in the 1850s spurred the area's residential development. The Readville section of Hyde Park contained a large manufacturing base housing the massive operations of the B. F. Sturtevant Company and the New York, New Haven & Hartford Railroad Locomotive and Car Shops.",https://www.boston.gov/neighborhood/hyde-park,,"https://en.wikipedia.org/wiki/Hyde_Park,_Boston",,,"https://en.wikipedia.org/wiki/Hyde_Park,_Boston#/media/File:Hyde_Park_Municipal_Building,_Boston_MA.jpg",https://commons.wikimedia.org/wiki/File:First_Congregational_Church_of_Hyde_Park_Boston_MA_01.jpg
1824,CHELMSFORD,2,1,79,1017,1127,1448,1818,1949,2243,2588,"Chelmsford is a scenic community with easy access and close proximity to the city of Boston, the Atlantic coastline and the White Mountains of New Hampshire. Surprising and breathtaking beauty in nestled trails, beaches and pathways give Chelmsford that small town feel and reflect its rural past. As a community, Chelmsford thrives on the enthusiastic sense of volunteerism and engagement exhibited through its residents and local businesses. The school system is ranked among the best in the state and has received a Green Community designation from the State of Massachusetts. Chelmsford was voted in the top 100 Best Places to Live in the U.S. by Money Magazine in 2007 and again in 2011.",https://www.townofchelmsford.us/9/Our-Community,,"https://en.wikipedia.org/wiki/Chelmsford,_Massachusetts","https://commons.wikimedia.org/wiki/File:Hildreth-Robbins_House,_Chelmsford_MA.jpg",http://www.townofchelmsford.us/Facilities/Facility/Details/Parker-Middle-School-16?PREVIEW=YES&PREVIEW=YES&PREVIEW=YES&PREVIEW=YES,"https://en.wikipedia.org/wiki/File:Northern_terminus_of_Route_27,_Chelmsford,_MA.jpg","https://commons.wikimedia.org/wiki/File:Park,_North_Chelmsford_MA.jpg"
2122,DORCHESTER,4,5,21,1337,1477,1788,2248,2409,2772,3196,"Dorchester is the City's largest and most diverse neighborhood. Dorchester's demographic diversity has been a well-sustained tradition of the neighborhood, and long-time residents blend with more recent arrivals from Ireland, Vietnam, and Cape Verde. Malibu and Tenean Beaches offer summertime recreation and numerous parks are scattered through the area. Dorchester Avenue, the neighborhood's main artery, is activated by immigrant-owned businesses and connects a number of Dorchester's vibrant business districts. University of Massachussets Boston is a major tenant of the area.",http://www.bostonplans.org/neighborhoods/dorchester/at-a-glance,,"https://en.wikipedia.org/wiki/Dorchester,_Boston",https://en.wikipedia.org/wiki/Walton_and_Roslin_Halls#/media/File:BostonMA_WaltonAndRoslinHalls.jpg,,"https://en.wikipedia.org/wiki/Dorchester,_Boston#/media/File:BostonMA_UphamsCornerMarket.jpg","https://en.wikipedia.org/wiki/Dorchester,_Boston#/media/File:Lower_Mills_MA.jpg"
2121,DORCHESTER,5,5,17,1262,1387,1689,2122,2270,2612,3012,"Dorchester is the City's largest and most diverse neighborhood. Dorchester's demographic diversity has been a well-sustained tradition of the neighborhood, and long-time residents blend with more recent arrivals from Ireland, Vietnam, and Cape Verde. Malibu and Tenean Beaches offer summertime recreation and numerous parks are scattered through the area. Dorchester Avenue, the neighborhood's main artery, is activated by immigrant-owned businesses and connects a number of Dorchester's vibrant business districts. University of Massachussets Boston is a major tenant of the area.",http://www.bostonplans.org/neighborhoods/dorchester/at-a-glance,,"https://en.wikipedia.org/wiki/Dorchester,_Boston",https://en.wikipedia.org/wiki/Walton_and_Roslin_Halls#/media/File:BostonMA_WaltonAndRoslinHalls.jpg,,"https://en.wikipedia.org/wiki/Dorchester,_Boston#/media/File:BostonMA_UphamsCornerMarket.jpg","https://en.wikipedia.org/wiki/Dorchester,_Boston#/media/File:Lower_Mills_MA.jpg"
2459,NEWTON,1,1,85,2067,2297,2788,3498,3759,4325,4982,"Located just outside of Boston, Newton is well respected for the quality of education, community life, exceptional homes, and beautiful open spaces. Newton has frequently been voted as one of the 10 best communities to live in. With a population of about 80,000 residents and approximately 26,000 homes, the City also houses Boston College, UMass Amherst at Mt. Ida Campus and Lasell College. The Boston Marathon runs right through the City with Heartbreak Hill beginning next to City Hall. The Newton Free Library is well respected as one of the largest, most well equipped libraries in the Commonwealth. By size the city is 18.3 square miles bordering the communities of Brookline, Brighton, Watertown, Waltham, Weston, Wellesley, Needham and West Roxbury. Newton also has east_west and north-south highway infrastructure with Routes 90 and 95 running through the city.",http://www.newtonma.gov/about/default.asp,,"https://en.wikipedia.org/wiki/Newton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Windermere_Rd,_Newton_MA.jpg",https://commons.wikimedia.org/wiki/File:Newton_North_High_School_and_Tiger_Drive.agr.jpg,"https://en.wikipedia.org/wiki/File:Lincoln_St,_Newton_Highlands_MA.jpg","https://en.m.wikipedia.org/wiki/File:Bullough%27s_Pond,_Newton_MA.jpg"
2466,NEWTON,1,1,85,1847,2037,2478,3118,3339,3842,4426,"Located just outside of Boston, Newton is well respected for the quality of education, community life, exceptional homes, and beautiful open spaces. Newton has frequently been voted as one of the 10 best communities to live in. With a population of about 80,000 residents and approximately 26,000 homes, the City also houses Boston College, UMass Amherst at Mt. Ida Campus and Lasell College. The Boston Marathon runs right through the City with Heartbreak Hill beginning next to City Hall. The Newton Free Library is well respected as one of the largest, most well equipped libraries in the Commonwealth. By size the city is 18.3 square miles bordering the communities of Brookline, Brighton, Watertown, Waltham, Weston, Wellesley, Needham and West Roxbury. Newton also has east_west and north-south highway infrastructure with Routes 90 and 95 running through the city.",http://www.newtonma.gov/about/default.asp,,"https://en.wikipedia.org/wiki/Newton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Windermere_Rd,_Newton_MA.jpg",https://commons.wikimedia.org/wiki/File:Newton_North_High_School_and_Tiger_Drive.agr.jpg,"https://en.wikipedia.org/wiki/File:Lincoln_St,_Newton_Highlands_MA.jpg","https://en.m.wikipedia.org/wiki/File:Bullough%27s_Pond,_Newton_MA.jpg"
2465,NEWTON,1,1,85,1837,2027,2468,3098,3329,3830,4413,"Located just outside of Boston, Newton is well respected for the quality of education, community life, exceptional homes, and beautiful open spaces. Newton has frequently been voted as one of the 10 best communities to live in. With a population of about 80,000 residents and approximately 26,000 homes, the City also houses Boston College, UMass Amherst at Mt. Ida Campus and Lasell College. The Boston Marathon runs right through the City with Heartbreak Hill beginning next to City Hall. The Newton Free Library is well respected as one of the largest, most well equipped libraries in the Commonwealth. By size the city is 18.3 square miles bordering the communities of Brookline, Brighton, Watertown, Waltham, Weston, Wellesley, Needham and West Roxbury. Newton also has east_west and north-south highway infrastructure with Routes 90 and 95 running through the city.",http://www.newtonma.gov/about/default.asp,,"https://en.wikipedia.org/wiki/Newton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Windermere_Rd,_Newton_MA.jpg",https://commons.wikimedia.org/wiki/File:Newton_North_High_School_and_Tiger_Drive.agr.jpg,"https://en.wikipedia.org/wiki/File:Lincoln_St,_Newton_Highlands_MA.jpg","https://en.m.wikipedia.org/wiki/File:Bullough%27s_Pond,_Newton_MA.jpg"
2199,BOSTON,4,5,25,2297,2547,3098,3888,4179,4808,5537,"The Shops at Prudential Center is an urban shopping center located at the base of the Prudential Tower in Boston, Massachusetts. The mall lies adjacent to many other destinations such as: Hynes Convention Center, the 101/111 Huntington Avenue office towers, and a skywalk connecting it to Copley Place",https://en.wikipedia.org/wiki/The_Shops_at_Prudential_Center,,,https://commons.wikimedia.org/wiki/File:Prudential_Tower_Boston_USA.JPG,,,
1810,ANDOVER,2,1,79,1017,1147,1478,1858,1989,2289,2641,"The Town of Andover is located in Essex County in the northeastern part of Massachusetts, approximately 23 miles north of Boston. Located on the banks of the Merrimack River, Andover is bordered on the north by the cities of Lawrence and Methuen, on the east by the Town of North Andover, on the south by the Towns of North Reading and Wilmington, and on the west by the towns of Tewksbury and Dracut. Andover is bisected by 2 major highway systems, Routes 93 and 495, and a number of secondary roadways including Routes 28, 133, 114 and 125. Public transportation is available via two commuter rail service stations from Andover to the metropolitan Boston area provided by the Massachusetts Bay Transportation Authority, and a regional bus service provided by the Merrimack Valley Transit Authority. Widely regarded for its high quality schools and community spirit, Andover has evolved into a highly desirable community. In addition to offering a full range of housing options, from high-end single family homes, to low to moderate income rental and ownership opportunities, Andover's real estate market has been historically strong and resistant to economic downturns. The community's physical proximity to Boston, the Massachusetts seashore, and the White Mountains of New Hampshire, along with excellent major highway access, all contribute to its broad appeal.",https://andoverma.gov/260/About-Andover,,,,,,
2184,BRAINTREE,2,2,73,1637,1807,2198,2758,2959,3405,3924,"The Town of Braintree is a suburban community with a strong residential character located ten miles south of Boston. The town is ideally situated at the crossroads of Route I-93 (128) and Route 3 for easy access to the Greater Boston area and Cape Cod as well as having excellent public transportation to Boston. The community has a good mix of established neighborhoods, small clusters of new homes and multi-family complexes. There is a strong business base which includes one of the largest regional shopping centers in the northeast; The South Shore Plaza. Attractive office and industrial parks are located in the town as well, because of its ideal location. Residents feel that people are attracted to Braintree as a good place to live and work because it has an excellent public school system as well as Thayer Academy and Archbishop Williams High School, and a fine parks and recreation program with the availability of many recreational resources such as Town Forest, Pond Meadow Park, Sunset Lake, Smith Beach, the Cranberry Pond Conservation District, the MDC Blue Hills Reservation trail system, and an 18 hole public golf course.",https://www.braintreema.gov/9/About-Us,,"https://en.wikipedia.org/wiki/Braintree,_Massachusetts","https://commons.wikimedia.org/wiki/File:Washington_Street,_Braintree_MA.jpg","https://commons.wikimedia.org/wiki/File:Braintree_Town_Hall,_MA.jpg","https://commons.wikimedia.org/wiki/File:Braintree_High_School,_Braintree_MA.jpg","https://commons.wikimedia.org/wiki/File:Inside_South_Shore_Plaza,_Braintree_MA.jpg"
1915,BEVERLY,3,3,51,1327,1457,1768,2228,2379,2738,3157,,,,,,,,
1821,BILLERICA,2,3,48,1196,1354,1744,2199,2347,2701,3114,,,,,,,,
1803,BURLINGTON,3,3,47,1797,1977,2408,3028,3239,3727,4294,,,,,,,,
2021,CANTON,4,2,69,1557,1717,2088,2628,2809,3232,3725,,,,,,,,
2026,DEDHAM,1,3,57,1607,1777,2158,2708,2909,3347,3858,,,,,,,,
2189,EAST WEYMOUTH,,4,40,1247,1377,1668,2098,2239,2577,2971,,,,,,,,
1702,FRAMINGHAM,3,4,39,1377,1517,1838,2308,2469,2841,3276,,,,,,,,
1701,FRAMINGHAM,3,4,39,1437,1577,1918,2408,2579,2968,3421,,,,,,,,
1830,HAVERHILL,5,5,30,797,887,1148,1448,1539,1772,2046,,,,,,,,
1832,HAVERHILL,5,5,30,747,837,1078,1358,1449,1668,1927,,,,,,,,
1843,LAWRENCE,5,5,28,797,887,1148,1448,1539,1772,2046,,,,,,,,
1840,LAWRENCE,5,5,28,717,797,1028,1298,1379,1588,1834,,,,,,,,
1852,LOWELL,4,4,34,887,997,1288,1618,1729,1990,2297,,,,,,,,
1851,LOWELL,4,4,34,837,937,1208,1518,1619,1864,2152,,,,,,,,
1854,LOWELL,4,4,34,827,927,1198,1508,1609,1852,2138,,,,,,,,
1902,LYNN,5,4,36,1306,1431,1744,2199,2347,2701,3114,,,,,,,,
1752,MARLBOROUGH,4,4,38,1307,1437,1748,2198,2349,2703,3117,,,,,,,,
1844,METHUEN,3,3,48,827,927,1188,1498,1599,1841,2125,,,,,,,,
2062,NORWOOD,2,3,53,1457,1607,1948,2448,2619,3014,3474,,,,,,,,
2170,QUINCY,4,3,58,1297,1427,1738,2188,2339,2692,3104,,,,,,,,
2368,RANDOLPH,4,4,33,1507,1657,2018,2538,2719,3129,3606,,,,,,,,
1952,SALISBURY,4,3,56,1217,1337,1628,2048,2189,2519,2905,,,,,,,,
2190,SOUTH WEYMOUTH,,4,40,1297,1427,1728,2178,2329,2680,3091,,,,,,,,
2180,STONEHAM,3,2,59,1437,1577,1918,2408,2579,2968,3421,,,,,,,,
2072,STOUGHTON,4,3,48,1267,1387,1688,2128,2269,2611,3011,,,,,,,,
2452,WALTHAM,3,3,49,1767,1947,2368,2978,3189,3669,4228,,,,,,,,
2451,WALTHAM,3,3,49,1717,1897,2308,2898,3109,3577,4122,,,,,,,,
2188,WEYMOUTH,4,4,40,1287,1417,1718,2158,2309,2657,3064,,,,,,,,
2152,WINTHROP,4,3,51,1387,1517,1848,2328,2489,2864,3302,,,,,,,,
1890,WINCHESTER,1,1,95,1737,1917,2328,2928,3139,3612,4162,", Boston's subway system.Winchester public schools have achieved superior performances on the MCAS exams since their inception, and the district is consistently ranked by editorial reviews such as Boston Magazine as one of the best in Massachusetts. For the 2018-2019 school year, Winchester public schools and Winchester Recreation has developed the WRAP-AROUND program. A program designed to provide supervision for students who are dropped at school a bit early or who need to stay at school later on some days and was created to assist families with the school start time change for next fall. Wrap-around care will be offered at all five elementary schools for students in grades K-5, both before and after school.",https://www.winchester.us/,", Boston's subway system.Winchester public schools have achieved superior performances on the MCAS exams since their inception, and the district is consistently ranked by editorial reviews such as Boston Magazine as one of the best in Massachusetts. For the 2018-2019 school year, Winchester public schools and Winchester Recreation has developed the WRAP-AROUND program. A program designed to provide supervision for students who are dropped at school a bit early or who need to stay at school later on some days and was created to assist families with the school start time change for next fall. Wrap-around care will be offered at all five elementary schools for students in grades K-5, both before and after school.","https://en.wikipedia.org/wiki/Winchester,_Massachusetts",https://en.m.wikipedia.org/wiki/File:WinchesterMA_WedgemereHD_2.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Book_Ends_-_Winchester%2C_MA_-_DSC04163.JPG,https://commons.wikimedia.org/wiki/File:Downtown_winchester_MA.jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/Mill_Pond%2C_Winchester_MA.jpg
1720,ACTON,2,1,90,1357,1487,1808,2278,2429,2795,3223,"Acton is a town in Middlesex County, Massachusetts, United States, approximately twenty-one miles west-northwest of Boston along Route 2 west of Concord and about ten miles southwest of Lowell. The MBTA Commuter Rail Fitchburg Line train stops at the South Acton station. South Acton is a major station on the line at which many trains terminate. Besides the urban stops at Cambridge (Porter Square) and Boston (North Station Terminal), it is the only station on the line at which all trains stop. Railroad service provided to Fitchburg, Leominster, Shirley, Ayer, Littleton, Concord, Lincoln, Weston, Waltham, Belmont, Cambridge, and Boston. Yankee Lines provides a commuter bus service to Copley Square in Boston from the intersection of Routes 2A and 119 in Acton. Acton was named the 11th Best Place To Live among small towns in the country by Money Magazine in 2015, and the 16th best in 2009 and in 2011. The local high school, Acton-Boxborough Regional High School, was named a Blue Ribbon School by the U.S. Department of Education in 2009. In 2012, U.S. News & World Report ranked Acton-Boxborough #3 among open enrollment high schools and #7 overall for STEM education in the United States.",https://www.acton-ma.gov/,"Acton is a town in Middlesex County, Massachusetts, United States, approximately twenty-one miles west-northwest of Boston along Route 2 west of Concord and about ten miles southwest of Lowell. The MBTA Commuter Rail Fitchburg Line train stops at the South Acton station. South Acton is a major station on the line at which many trains terminate. Besides the urban stops at Cambridge (Porter Square) and Boston (North Station Terminal), it is the only station on the line at which all trains stop. Railroad service provided to Fitchburg, Leominster, Shirley, Ayer, Littleton, Concord, Lincoln, Weston, Waltham, Belmont, Cambridge, and Boston. Yankee Lines provides a commuter bus service to Copley Square in Boston from the intersection of Routes 2A and 119 in Acton. Acton was named the 11th Best Place To Live among small towns in the country by Money Magazine in 2015, and the 16th best in 2009 and in 2011. The local high school, Acton-Boxborough Regional High School, was named a Blue Ribbon School by the U.S. Department of Education in 2009. In 2012, U.S. News & World Report ranked Acton-Boxborough #3 among open enrollment high schools and #7 overall for STEM education in the United States.","https://en.wikipedia.org/wiki/Acton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Main_Street,_South_Acton_MA.jpg",https://en.wikipedia.org/wiki/Acton-Boxborough_Regional_High_School,"https://commons.wikimedia.org/wiki/File:MA_Route_111_eastbound,_West_Acton_MA.jpg",https://www.acton-ma.gov/304/Recreation
