zipcode,town,violentcrime_quintile,education_percentile_quintile,education_percentile,max_rent_0br,max_rent_1br,max_rent_2br,max_rent_3br,max_rent_4br,max_rent_5br,max_rent_6br,town_website_description,town_link,wikipedia,wikipedia_link,street,school,town_square,open_space_or_landmark
2461,NEWTON,1,1,85,1987,2207,2678,3368,3609,4152,4783,"Located just outside of Boston, Newton is well respected for the quality of education, community life, exceptional homes, and beautiful open spaces. Newton has frequently been voted as one of the 10 best communities to live in. With a population of about 80,000 residents and approximately 26,000 homes, the City also houses Boston College, UMass Amherst at Mt. Ida Campus and Lasell College. The Boston Marathon runs right through the City with Heartbreak Hill beginning next to City Hall. The Newton Free Library is well respected as one of the largest, most well equipped libraries in the Commonwealth. By size the city is 18.3 square miles bordering the communities of Brookline, Brighton, Watertown, Waltham, Weston, Wellesley, Needham and West Roxbury. Newton also has east_west and north-south highway infrastructure with Routes 90 and 95 running through the city.",http://www.newtonma.gov/about/default.asp,,"https://en.wikipedia.org/wiki/Newton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Windermere_Rd,_Newton_MA.jpg",https://commons.wikimedia.org/wiki/File:Newton_North_High_School_and_Tiger_Drive.agr.jpg,"https://en.wikipedia.org/wiki/File:Lincoln_St,_Newton_Highlands_MA.jpg","https://en.m.wikipedia.org/wiki/File:Bullough%27s_Pond,_Newton_MA.jpg"
2468,NEWTON,,1,85,2297,2547,3098,3888,4179,4808,5537,"Located just outside of Boston, Newton is well respected for the quality of education, community life, exceptional homes, and beautiful open spaces. Newton has frequently been voted as one of the 10 best communities to live in. With a population of about 80,000 residents and approximately 26,000 homes, the City also houses Boston College, UMass Amherst at Mt. Ida Campus and Lasell College. The Boston Marathon runs right through the City with Heartbreak Hill beginning next to City Hall. The Newton Free Library is well respected as one of the largest, most well equipped libraries in the Commonwealth. By size the city is 18.3 square miles bordering the communities of Brookline, Brighton, Watertown, Waltham, Weston, Wellesley, Needham and West Roxbury. Newton also has east_west and north-south highway infrastructure with Routes 90 and 95 running through the city.",http://www.newtonma.gov/about/default.asp,,"https://en.wikipedia.org/wiki/Newton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Windermere_Rd,_Newton_MA.jpg",https://commons.wikimedia.org/wiki/File:Newton_North_High_School_and_Tiger_Drive.agr.jpg,"https://en.wikipedia.org/wiki/File:Lincoln_St,_Newton_Highlands_MA.jpg","https://en.m.wikipedia.org/wiki/File:Bullough%27s_Pond,_Newton_MA.jpg"
2186,MILTON,1,1,80,1487,1637,1988,2498,2679,3083,3553,"Milton is a contemporary suburban community in eastern Massachusetts that prides itself on a rich historical heritage, tree-lined streets, and acres of protected open space. Milton is unique in that it has the most privately and publicly conserved land within 20 miles of Boston, giving the town a bucolic atmosphere in close proximity to the cultural and business opportunities in the Greater Boston area. Milton residents have quick access to major highways such as Routes 128, Interstate 93 and Interstate 95. Residents can also access the Red Line into Boston via the Mattapan Trolley. The Milton Public Schools serves approximately 4,200 students in four elementary schools, one middle school and one high school. In addition Milton offers a developmental preschool, before and after school programs and summer school programs. All six of the district's buildings have been rebuilt or updated to state-of-the-art facilities.",https://www.miltonps.org/about/overview,,"https://en.wikipedia.org/wiki/Milton,_Massachusetts",https://commons.wikimedia.org/wiki/File:Railway_Village_HD_Milton_MA_02.jpg,https://patch.com/massachusetts/milton/celebrate-milton-2017-weekend-pierce-middle-school,https://commons.wikimedia.org/wiki/File:Blue_Hills_Parkway_MIlton_MA.jpg,https://commons.wikimedia.org/wiki/File:Scotts_Woods_HD_Milton_MA.jpg
2038,FRANKLIN,1,2,72,1237,1357,1648,2078,2219,2554,2945,"The Town of Franklin is a city in Norfolk County. The Town of Franklin is home to the country's first library, the Franklin Public Library with its first books donated by Benjamin Franklin in 1790. It also contains the largest Catholic parish in the Boston Archdiocese, St. Mary's Catholic church, with some 15,000 members. The Franklin Public Schools have six elementary schools, three middle schools, and one high school. Franklin is also home to Tri-County Regional Vocational Technical High School and one charter school (Grades K - 8). Franklin has easy access to major cities like Boston and Providence with its two exits along I-495 at Route 140 and King St. Commuter rail service from Boston's South Station is provided by the MBTA with the Forge Park/495 and Dean College stops on its Franklin Line. Franklin, and the surrounding towns also have a bus system, that is part of the Greater Attleboro Taunton Regional Transit Authority (GATRA) bus authority. Its route includes stops to the Municipal Building, Senior Center, Franklin Public Library, and the Franklin Village Shopping center.",https://www.franklinma.gov/,,"https://en.wikipedia.org/wiki/Franklin,_Massachusetts","https://commons.wikimedia.org/wiki/File:Main_Street,_Franklin_MA.jpg",https://www.flickr.com/photos/55935853@N00/4871921635,https://www.flickr.com/photos/55935853@N00/4871921635,"https://en.m.wikipedia.org/wiki/File:Franklin_-_Dean_College_MBTA_station,_Franklin_MA.jpg"
1719,BOXBOROUGH,3,1,95,1017,1127,1378,1738,1869,2151,2482,"Town of Boxborough, Massachusetts, a small, thriving community located at the crossroads of Interstate 495 and Route 111. Its excellent school system, high quality housing, convenient location and scenic, historic and rural character make Boxborough an attractive community in which to live and work. From its agricultural roots, Boxborough has cherished its open and wooded spaces, and now can prize its place in the Information Age.",http://www.boxborough-ma.gov/,,"https://en.wikipedia.org/wiki/Boxborough,_Massachusetts","https://commons.wikimedia.org/wiki/File:Levi_Wetherbee_Farm,_Boxborough_MA.jpg","https://commons.wikimedia.org/wiki/File:Boxborough_Town_Hall,_MA.jpg",https://commons.wikimedia.org/wiki/File:ABRHS.jpg,https://www.flickr.com/photos/calliope/6243751876
2351,ABINGTON,3,3,47,947,1017,1328,1678,1949,2243,2588,,,,,,,,
1913,AMESBURY,4,3,56,1185,1299,1579,1990,2127,2448,2823,,,,,,,,
2703,ATTLEBORO,4,3,55,757,837,988,1248,1469,1691,1953,,,,,,,,
1432,AYER,4,3,48,1130,1255,1535,1935,2083,2397,2765,,,,,,,,
2767,BRIDGEWATER,3,2,61,987,987,1308,1888,1949,2243,2588,,,,,,,,
2324,BRIDGEWATER,2,2,61,1047,1127,1468,1858,2159,2485,2866,,,,,,,,
2301,BROCKTON,5,5,26,867,937,1218,1538,1789,2059,2376,,,,,,,,
2302,BROCKTON,5,5,26,1130,1255,1535,1935,2171,2498,2882,,,,,,,,
1923,DANVERS,3,4,43,1377,1517,1838,2308,2469,2841,3276,,,,,,,,
1826,DRACUT,2,4,45,987,1107,1428,1798,1919,2209,2548,,,,,,,,
1930,GLOUCESTER,4,4,40,1317,1442,1755,2210,2358,2713,3129,,,,,,,,
1835,HAVERHILL,5,5,30,847,957,1228,1548,1649,1898,2191,,,,,,,,
1749,HUDSON,1,3,50,1247,1377,1668,2098,2239,2577,2971,,,,,,,,
2045,HULL,4,4,45,1337,1477,1788,2248,2409,2772,3196,,,,,,,,
1841,LAWRENCE,5,5,28,717,807,1038,1308,1389,1599,1847,,,,,,,,
1850,LOWELL,4,4,34,927,1037,1338,1688,1799,2071,2390,,,,,,,,
1905,LYNN,5,4,36,1273,1398,1700,2133,2281,2625,3027,,,,,,,,
1901,LYNN,5,4,36,1130,1255,1535,1935,2083,2397,2765,,,,,,,,
1757,MILFORD,3,4,44,837,807,1078,1388,1719,1979,2284,,,,,,,,
2359,PEMBROKE,2,3,58,1657,1827,2218,2788,2989,3439,3963,,,,,,,,
2360,PLYMOUTH,3,4,41,1437,1577,1918,2408,2579,2968,3421,,,,,,,,
2370,ROCKLAND,,5,31,1277,1407,1708,2148,2299,2646,3051,,,,,,,,
2780,TAUNTON,4,4,37,827,817,1098,1638,1659,1910,2204,,,,,,,,
2191,WEYMOUTH,,4,40,1417,1567,1898,2388,2559,2945,3395,,,,,,,,
2493,WESTON,1,1,87,1587,1747,2128,2678,2869,3301,3805,"A small community in the Metro West area and on the perimeter of the metropolitan Boston area, the Town of Weston prides itself on the quiet, country-like setting and excellent school system.Weston is situated in the greater Boston area, which has excellent rail, air, and highway facilities. Commuter rail service to North Station, Boston, is available from Hastings (travel time 30-31 minutes; no MBTA parking) and Kendal Green (travel time 28-29 minutes; 56 parking spaces - half designated as resident-only). Since 1969 Weston has participated in the Metco program, a voluntary busing program that brings minority students from Boston to suburban schools. Since 1999, Weston Windows, an integrated preschool, with classrooms at Woodland and Country Schools, has fulfilled the town's mandate to educate children with special needs from the age of 3. The Elementary programs are designed to take advantage of the natural curiosity of children. The emphasis is on flexibility and individualization of instruction. The Upper Elementary, grades 4 and 5, builds the academic and social independence of Middle School where students are still nurtured by the homeroom structure as students begin to have greater responsibilities for homework and extra-curricular activities. The Middle School program is organized in a house system, with students in each house sharing the same set of subject matter teachers. This arrangement allows for a more personal and supervised education appropriate for young adolescents. Weston High School offers its students a comprehensive and diversified program. SAT Scores at Weston High School are consistently among the top public schools in Massachusetts and College Placements are consistently near the top in Massachusetts in percentage of public school graduates entering four-year colleges. Weston is also a part of the Minuteman High School district, a 4-year vocational high school located in Lexington",https://www.weston.org/,"A small community in the Metro West area and on the perimeter of the metropolitan Boston area, the Town of Weston prides itself on the quiet, country-like setting and excellent school system.Weston is situated in the greater Boston area, which has excellent rail, air, and highway facilities. Commuter rail service to North Station, Boston, is available from Hastings (travel time 30-31 minutes; no MBTA parking) and Kendal Green (travel time 28-29 minutes; 56 parking spaces - half designated as resident-only). Since 1969 Weston has participated in the Metco program, a voluntary busing program that brings minority students from Boston to suburban schools. Since 1999, Weston Windows, an integrated preschool, with classrooms at Woodland and Country Schools, has fulfilled the town's mandate to educate children with special needs from the age of 3. The Elementary programs are designed to take advantage of the natural curiosity of children. The emphasis is on flexibility and individualization of instruction. The Upper Elementary, grades 4 and 5, builds the academic and social independence of Middle School where students are still nurtured by the homeroom structure as students begin to have greater responsibilities for homework and extra-curricular activities. The Middle School program is organized in a house system, with students in each house sharing the same set of subject matter teachers. This arrangement allows for a more personal and supervised education appropriate for young adolescents. Weston High School offers its students a comprehensive and diversified program. SAT Scores at Weston High School are consistently among the top public schools in Massachusetts and College Placements are consistently near the top in Massachusetts in percentage of public school graduates entering four-year colleges. Weston is also a part of the Minuteman High School district, a 4-year vocational high school located in Lexington","https://en.wikipedia.org/wiki/Weston,_Massachusetts","https://commons.wikimedia.org/wiki/File:Boston_Post_Road,_Weston_MA.jpg",https://en.wikipedia.org/wiki/Weston_High_School_(Massachusetts)#/media/File:Weston_High_School_aerial.JPG,"https://commons.wikimedia.org/wiki/File:Shopping_Center,_Weston_MA.jpg","https://en.wikipedia.org/wiki/File:Town_Hall,_Weston,_Massachusetts_-_DSC00522.JPG"
1929,ESSEX,,2,77,1237,1357,1648,2078,2219,2554,2945,"Essex is located 11 miles northeast of Salem and 33 mile northeast of Boston. Though not accessible directly by a major highway, Route 128 clips the corner of town, with exits located in neighboring Manchester-by-the-Sea and Gloucester. The Ipswich Essex Explorer bus provides weekend service during the summer connecting with the MBTA Commuter Rail at Ipswich along the Newburyport/Rockport Line, as well as providing service to Crane Beach and other nearby attractions. The Rockport portion of the commuter rail line passes through neighboring Manchester-by-the-Sea and Gloucester.",https://www.essexma.org/,"Essex is located 11 miles northeast of Salem and 33 mile northeast of Boston. Though not accessible directly by a major highway, Route 128 clips the corner of town, with exits located in neighboring Manchester-by-the-Sea and Gloucester. The Ipswich Essex Explorer bus provides weekend service during the summer connecting with the MBTA Commuter Rail at Ipswich along the Newburyport/Rockport Line, as well as providing service to Crane Beach and other nearby attractions. The Rockport portion of the commuter rail line passes through neighboring Manchester-by-the-Sea and Gloucester.","https://en.wikipedia.org/wiki/Essex,_Massachusetts",https://commons.wikimedia.org/wiki/File:MA_Route_133_eastbound_entering_Essex_MA.jpg,https://en.wikipedia.org/wiki/Manchester_Essex_Regional_Middle/High_School#/media/File:MERHS.jpg,"https://commons.wikimedia.org/wiki/File:Looking_north_on_Main_St,_Essex_MA.jpg","https://commons.wikimedia.org/wiki/File:Essex,_MA.jpg"
1833,GEORGETOWN,1,2,63,1017,1127,1438,1808,1929,2220,2562,"Georgetown is located approximately 10 miles east of Lawrence and 28 miles north of Boston, north of the center of Essex County. It is about 30 minutes north of Boston. Interstate 95 crosses through the eastern half of town, with one exit within the town, at Route 133. Route 133 crosses from east to west through town, with Route 97 crossing from northwest to south. Both state routes share a short stretch of road near the town center. The town has no mass transit; the nearest rail service can be found along the Newburyport/Rockport Line of the MBTA Commuter Rail in Rowley.",https://www.georgetownma.gov/,"Georgetown is located approximately 10 miles east of Lawrence and 28 miles north of Boston, north of the center of Essex County. It is about 30 minutes north of Boston. Interstate 95 crosses through the eastern half of town, with one exit within the town, at Route 133. Route 133 crosses from east to west through town, with Route 97 crossing from northwest to south. Both state routes share a short stretch of road near the town center. The town has no mass transit; the nearest rail service can be found along the Newburyport/Rockport Line of the MBTA Commuter Rail in Rowley.","https://en.wikipedia.org/wiki/Georgetown,_Massachusetts","https://commons.wikimedia.org/wiki/File:MA_Route_133_Eastbound_in_Georgetown_Center,_MA.jpg","https://commons.wikimedia.org/wiki/File:Georgetown_High_School,_Georgetown_MA.jpg",https://commons.wikimedia.org/wiki/File:Georgetown_Town_Hall.jpg,
2067,SHARON,1,1,90,1947,2157,2618,3288,3529,4060,4678,"group foster cooperative understanding among several varieties of Christian and Jewish congregations, an Islamic mosque, and a Unitarian church as well as adherents of Eastern religions, and the group sponsors an annual Martin Luther King Day Celebration. The Sharon Public Schools system has twelve schools. Grades K-5 attend one of the three elementary schools: East, Cottage, and Heights. Grades 6-8 attend one of one middle school: Sharon Middle School, and grades 9-12 attend one high school: Sharon High School. The middle school and high school sports teams are known as the Eagles. The school system is noted for its outstanding academic performance and learning curriculum. In 2011, Sharon High School was awarded the National Blue Ribbon Schools award by the U.S. Department of Education. own.",https://www.townofsharon.net/,"group foster cooperative understanding among several varieties of Christian and Jewish congregations, an Islamic mosque, and a Unitarian church as well as adherents of Eastern religions, and the group sponsors an annual Martin Luther King Day Celebration. The Sharon Public Schools system has twelve schools. Grades K-5 attend one of the three elementary schools: East, Cottage, and Heights. Grades 6-8 attend one of one middle school: Sharon Middle School, and grades 9-12 attend one high school: Sharon High School. The middle school and high school sports teams are known as the Eagles. The school system is noted for its outstanding academic performance and learning curriculum. In 2011, Sharon High School was awarded the National Blue Ribbon Schools award by the U.S. Department of Education. own.","https://en.wikipedia.org/wiki/Sharon,_Massachusetts",https://commons.wikimedia.org/wiki/File:Sharon_MA_Town_Center.jpg,"https://commons.wikimedia.org/wiki/File:Sharon_High_School,_Sharon_MA.jpg","https://commons.wikimedia.org/wiki/File:Sharon_MBTA_station,_Sharon_MA.jpg","https://commons.wikimedia.org/wiki/File:Lake_Massapoag,_Sharon_MA.jpg"
2339,HANOVER,1,2,71,1337,1477,1788,2248,2409,2772,3196,"Hanover is a small town on the South Shore in Massachusetts off of Route 3. Hanover is about 17 miles north of Plymouth, 23 miles southeast of Boston. The Plymouth & Brockton daily bus service offers service daily from South Station in Boston all the way down to Cape Cod. The bus stop in Rockland would be most convenient to get to Hanover, just a few minutes away. Hanover can also be accessed via the T or the Commuter Rail, which both drop you off about 10 minutes away from the Town of Hanover, in the neighboring towns with train stations. Hanover is proud of its school system which ranks high in both state and national levels. Sixty-five to seventy percent of graduates from the Hanover schools typically pursue college careers. Hanover is very quaint and bordered by Norwell on the north and east, Pembroke and Hanson on the south, and Rockland on the west and northwest.",https://www.hanover-ma.gov/about-our-town,"Hanover is a small town on the South Shore in Massachusetts off of Route 3. Hanover is about 17 miles north of Plymouth, 23 miles southeast of Boston. The Plymouth & Brockton daily bus service offers service daily from South Station in Boston all the way down to Cape Cod. The bus stop in Rockland would be most convenient to get to Hanover, just a few minutes away. Hanover can also be accessed via the T or the Commuter Rail, which both drop you off about 10 minutes away from the Town of Hanover, in the neighboring towns with train stations. Hanover is proud of its school system which ranks high in both state and national levels. Sixty-five to seventy percent of graduates from the Hanover schools typically pursue college careers. Hanover is very quaint and bordered by Norwell on the north and east, Pembroke and Hanson on the south, and Rockland on the west and northwest.",https://en.wikivoyage.org/wiki/Hanover_(Massachusetts),"https://commons.wikimedia.org/wiki/File:MA_Route_139,_West_Hanover_MA.jpg","https://commons.wikimedia.org/wiki/File:Hanover_High_School,_Hanover_MA.jpg",https://commons.wikimedia.org/wiki/File:Hanover_MA_Town_Hall.jpg,https://www.flickr.com/photos/masstravel/7109616985
1772,SOUTHBOROUGH,1,1,83,1097,1067,1418,1828,2249,2588,2985,"in 2009. The MBTA Commuter Rail's Framingham/Worcester Line train stops at Southborough Station, which opened to commuters on June 22, 2002. The station is located in the Cordaville neighborhood, on Route 85 near the border with Hopkinton. As of October 2007, ten daily round-trip trains provide service to Boston via the Back Bay and South Station terminals. Southborough has six public schools. The four elementary and middle schools are inside town limits; the two high schools are regional schools in adjoining towns.",https://www.southboroughtown.com/,"in 2009. The MBTA Commuter Rail's Framingham/Worcester Line train stops at Southborough Station, which opened to commuters on June 22, 2002. The station is located in the Cordaville neighborhood, on Route 85 near the border with Hopkinton. As of October 2007, ten daily round-trip trains provide service to Boston via the Back Bay and South Station terminals. Southborough has six public schools. The four elementary and middle schools are inside town limits; the two high schools are regional schools in adjoining towns.","https://en.wikipedia.org/wiki/Southborough,_Massachusetts","https://commons.wikimedia.org/wiki/File:Town_House_and_Congregational_Church,_Southborough_MA.jpg",https://www.nsboro.k12.ma.us/woodward,https://es.m.wikipedia.org/wiki/Archivo:Center_of_Southborough_Massachusetts.jpg,https://www.flickr.com/photos/mysouthborough/2939432327
2364,KINGSTON,3,2,64,1417,1567,1898,2388,2559,2945,3395,"Kingston is a coastal town in Plymouth County, Massachusetts, United States. Massachusetts Route 3, also known as the Pilgrims Highway, runs through the eastern portion of town. Commuter rail service from Boston's South Station is provided by the MBTA with a stop in Kingston on its Plymouth/Kingston Line.[6] Commuter bus service from Plymouth to Boston is provided by Plymouth and Brockton Street Railway Company with a stop in Kingston. Kingston is a member of the Silver Lake Regional School District along with Halifax and Plympton. Although the towns in the Silver Lake School District share a middle school and a high school, each operates their own elementary schools. Kingston operates the Kingston Elementary School and Kingston Intermediate School for students from kindergarten through sixth grade. Silver Lake was recognized in 2008 by Boston Magazine as being one of the 30 smartest public high schools in Massachusetts. This is based on criteria including student achievement, college preparation, athletics programs, electives and the overall cost per community.",https://www.kingstonmass.org/,"Kingston is a coastal town in Plymouth County, Massachusetts, United States. Massachusetts Route 3, also known as the Pilgrims Highway, runs through the eastern portion of town. Commuter rail service from Boston's South Station is provided by the MBTA with a stop in Kingston on its Plymouth/Kingston Line.[6] Commuter bus service from Plymouth to Boston is provided by Plymouth and Brockton Street Railway Company with a stop in Kingston. Kingston is a member of the Silver Lake Regional School District along with Halifax and Plympton. Although the towns in the Silver Lake School District share a middle school and a high school, each operates their own elementary schools. Kingston operates the Kingston Elementary School and Kingston Intermediate School for students from kindergarten through sixth grade. Silver Lake was recognized in 2008 by Boston Magazine as being one of the 30 smartest public high schools in Massachusetts. This is based on criteria including student achievement, college preparation, athletics programs, electives and the overall cost per community.","https://en.wikipedia.org/wiki/Kingston,_Massachusetts","https://commons.wikimedia.org/wiki/File:MA_Route_80_westbound,_Kingston_MA.jpg","https://en.wikipedia.org/wiki/Silver_Lake_Regional_High_School#/media/File:Silver_Lake_Regional_High_School,_Kingston_MA.jpg",,"https://commons.wikimedia.org/wiki/File:Kingston_Route_3_MBTA_station,_Kingston_MA.jpg"
2420,LEXINGTON,1,1,97,2167,2397,2918,3668,3929,4520,5207,"Lexington is a town in Middlesex County, Massachusetts, United States. The town participates in the METCO program, which buses minority students from Boston to suburban towns to receive better educational opportunities than those available to them in the Boston Public Schools. Overall the Lexington school district is among the top ranked in the state and nationally. Bridge Elementary School and Jonas Clarke Middle School were High Performing National Blue Ribbon Schools in 2010 and 2013 respectively.They have been ranked as top schools based on Massachusetts Comprehensive Assessment System (MCAS) test scores. Lexington High School was ranked in 2014 as the 19th best high school in the nation by U.S. News] In 2012, 2017, and 2018, Lexington High School won the U.S. Department of Energy (DOE) National Science Bowl competition.Lexington has two MBTA buses that travel through the Town. MBTA bus #62 operates between the Bedford VA Hospital and Alewife Station, making stops along the way, including Lexington Center and Arlington Heights busway.  MBTA bus #76 bus operates between Hanscom/Lincoln Lab and Alewife Station with stops along the way, including Lexington Center and Lexington High School.",https://www.lexingtonma.gov/transportation-services,"Lexington is a town in Middlesex County, Massachusetts, United States. The town participates in the METCO program, which buses minority students from Boston to suburban towns to receive better educational opportunities than those available to them in the Boston Public Schools. Overall the Lexington school district is among the top ranked in the state and nationally. Bridge Elementary School and Jonas Clarke Middle School were High Performing National Blue Ribbon Schools in 2010 and 2013 respectively.They have been ranked as top schools based on Massachusetts Comprehensive Assessment System (MCAS) test scores. Lexington High School was ranked in 2014 as the 19th best high school in the nation by U.S. News] In 2012, 2017, and 2018, Lexington High School won the U.S. Department of Energy (DOE) National Science Bowl competition.Lexington has two MBTA buses that travel through the Town. MBTA bus #62 operates between the Bedford VA Hospital and Alewife Station, making stops along the way, including Lexington Center and Arlington Heights busway.  MBTA bus #76 bus operates between Hanscom/Lincoln Lab and Alewife Station with stops along the way, including Lexington Center and Lexington High School.","https://en.wikipedia.org/wiki/Lexington,_Massachusetts","https://commons.wikimedia.org/wiki/File:Lexington_High_School,_Lexington_MA.jpg",https://lps.lexingtonma.org/site/default.aspx,"https://commons.wikimedia.org/wiki/File:Lexington_Battle_Green,_Lexington_MA.jpg",https://commons.wikimedia.org/wiki/File:Minute_Man_Statue_Lexington_Massachusetts.jpg
1944,MANCHESTER BY THE SEA,,1,85,1447,1597,1938,2438,2609,3002,3461,"Manchester-by-the-Sea (or simply Manchester) is a town on Cape Ann, in Essex County, Massachusetts, in the United States. The town is known for scenic beaches and vista points. Manchester-by-the-Sea lies along Massachusetts Route 128, which has two exits within town as it passes from Beverly to Gloucester, with a small portion crossing through the corner of Essex. Route 127 also passes from west to east through town, traveling through the center of town. There is no bus service directly into town, with service passing east via the Cape Ann Transportation Authority in Gloucester and MBTA Bus, which provides service to Beverly. The town is served by a stop along the Newburyport/Rockport Line of the MBTA Commuter Rail, providing service from Rockport along the North Shore to Boston's North Station.",https://www.manchester.ma.us/,"Manchester-by-the-Sea (or simply Manchester) is a town on Cape Ann, in Essex County, Massachusetts, in the United States. The town is known for scenic beaches and vista points. Manchester-by-the-Sea lies along Massachusetts Route 128, which has two exits within town as it passes from Beverly to Gloucester, with a small portion crossing through the corner of Essex. Route 127 also passes from west to east through town, traveling through the center of town. There is no bus service directly into town, with service passing east via the Cape Ann Transportation Authority in Gloucester and MBTA Bus, which provides service to Beverly. The town is served by a stop along the Newburyport/Rockport Line of the MBTA Commuter Rail, providing service from Rockport along the North Shore to Boston's North Station.","https://en.wikipedia.org/wiki/Manchester-by-the-Sea,_Massachusetts",https://commons.wikimedia.org/wiki/File:MA_Route_127_southbound_entering_Manchester_MA.jpg,https://en.wikipedia.org/wiki/Manchester_Essex_Regional_Middle/High_School#/media/File:MERHS.jpg,https://commons.wikimedia.org/wiki/File:Manchester-by-the-Sea_Town_Hall.JPG,"https://commons.wikimedia.org/wiki/File:Coolidge_Reservation,_Manchester-by-the-Sea,_MA_-_IMG_7084.JPG"
2052,MEDFIELD,,1,85,1147,1257,1528,1918,2049,2358,2720,"Medfield is a town in Norfolk County, Massachusetts, United States. It is a community about 17 miles southwest of Boston, Massachusetts, which is a 40-minute drive to Boston's financial district. Medfield Public Schools consistently ranks among the top ten school systems in Massachusetts by the Massachusetts Comprehensive Assessment System (MCAS).[15] As recently as 2017, Medfield was ranked by the U.S. News & World Report as the number 5 ranked school system in Massachusetts. As of 2013, Medfield High School Seniors scored an average of 591 on the SAT Critical Reading Section, 618 on the SAT Math Section, and 598 on the SAT Writing Section.[16]",https://www.town.medfield.net/,"Medfield is a town in Norfolk County, Massachusetts, United States. It is a community about 17 miles southwest of Boston, Massachusetts, which is a 40-minute drive to Boston's financial district. Medfield Public Schools consistently ranks among the top ten school systems in Massachusetts by the Massachusetts Comprehensive Assessment System (MCAS).[15] As recently as 2017, Medfield was ranked by the U.S. News & World Report as the number 5 ranked school system in Massachusetts. As of 2013, Medfield High School Seniors scored an average of 591 on the SAT Critical Reading Section, 618 on the SAT Math Section, and 598 on the SAT Writing Section.[16]","https://en.wikipedia.org/wiki/Medfield,_Massachusetts","https://en.wikipedia.org/wiki/File:Main_Street,_Medfield_MA.jpg",https://medfield.wickedlocal.com/news/20180129/school-choice-has-impact-on-medfield-budget,"https://vo.m.wikipedia.org/wiki/Ragiv:Lords_Department_Store,_Medfield_MA.jpg","https://commons.wikimedia.org/wiki/File:Chickering_Pond,_Rocky_Woods,_Medfield_MA.jpg"
2053,MEDWAY,1,1,81,1295,1420,1722,2166,2314,2663,3071,"Medway is a town in Norfolk County, Massachusetts. Both Route 109 and Route 126 pass through the town and serve as some of the main roads in the town. Interstate 495 shortly passes through the southwest corner of the town, but does not provide any exits. The closest exits are in nearby Bellingham and Milford. The closest commuter rail stations are in Norfolk and Franklin, both on the Franklin Line. Medway Public Schools are part of the Medway Public Schools school district. In 2008, approximately 217 10th grade students participated in the Massachusetts Comprehensive Assessment System exam. The passing rate was 96.3% for both the Math and English Language sections, and 87.9% for the Science section. In 2007, 193 Medway High School students took the SAT, an increase from previous years. The average composite score was a 1,614; of these students 85.8% chose to attend a four-year college education program.",https://www.townofmedway.org/,"Medway is a town in Norfolk County, Massachusetts. Both Route 109 and Route 126 pass through the town and serve as some of the main roads in the town. Interstate 495 shortly passes through the southwest corner of the town, but does not provide any exits. The closest exits are in nearby Bellingham and Milford. The closest commuter rail stations are in Norfolk and Franklin, both on the Franklin Line. Medway Public Schools are part of the Medway Public Schools school district. In 2008, approximately 217 10th grade students participated in the Massachusetts Comprehensive Assessment System exam. The passing rate was 96.3% for both the Math and English Language sections, and 87.9% for the Science section. In 2007, 193 Medway High School students took the SAT, an increase from previous years. The average composite score was a 1,614; of these students 85.8% chose to attend a four-year college education program.","https://en.wikipedia.org/wiki/Medway,_Massachusetts","https://commons.wikimedia.org/wiki/File:Main_Street,_Medway_MA.jpg","https://commons.wikimedia.org/wiki/File:Medway_High_School,_Medway_MA.jpg","https://commons.wikimedia.org/wiki/File:Sanford_Mills,_Medway_MA.jpg","https://commons.wikimedia.org/wiki/File:Sanford_Mills_on_the_Charles_River,_Medway_MA.jpg"
1949,MIDDLETON,2,1,84,2097,2327,2828,3548,3809,4382,5048,"Middleton is a town in Essex County, Massachusetts, Middleton lies just west of Interstate 95, with two very short parts of the highway passing through corners of the town before and after passing through Topsfield. T. There is no rail service within town; there are two lines (the Haverhill/Reading Line and the Newburyport/Rockport Line) of the MBTA Commuter Rail to the west and south of town, both of which provide access to Boston's North Station.",https://middletonma.gov/,"Middleton is a town in Essex County, Massachusetts, Middleton lies just west of Interstate 95, with two very short parts of the highway passing through corners of the town before and after passing through Topsfield. T. There is no rail service within town; there are two lines (the Haverhill/Reading Line and the Newburyport/Rockport Line) of the MBTA Commuter Rail to the west and south of town, both of which provide access to Boston's North Station.","https://en.wikipedia.org/wiki/Middleton,_Massachusetts","https://commons.wikimedia.org/wiki/File:Flint_Public_Library,_Middleton_MA.jpg",https://www.msd134.org/Domain/13,https://commons.wikimedia.org/wiki/File:Middleton_MA_downtown_looking_east.jpg,https://commons.wikimedia.org/wiki/File:MiddletonMA_DeaconEdwardPutnamJrHouse.jpg
