university,25
library,1107
place_of_worship,3401
hospital,32
school,2692
college,33
social_facility,112
kindergarten,101
pharmacy,374
doctors,172
community_centre,56
clinic,149
music_school,1
dentist,224
veterinary,54
childcare,42
playground,344
park,1510
nature_reserve,10
pitch,144
garden,49
swimming_pool,74
picnic_table,1287
dog_park,21
track,2
common,4
beach_resort,1
convenience,610
supermarket,474
